"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"1870","chr14",79601079,79601909,"union_peak_17621","chr14",79601718,79601955,"union_peak_10941",191
"1871","chr2",164867846,164868157,"union_peak_31836","chr2",164867930,164868590,"union_peak_19815",227
"1872","chr7",31062437,31062907,"union_peak_45452","chr7",31062402,31062973,"union_peak_28437",470
"1873","chr15",103263621,103264430,"union_peak_20402","chr15",103263889,103264214,"union_peak_12668",325
"1874","chr6",136476953,136477535,"union_peak_44286","chr6",136476635,136477651,"union_peak_27682",582
"1875","chr19",40475982,40476489,"union_peak_27566","chr19",40476032,40476514,"union_peak_17169",457
"1876","chr7",67802695,67803905,"union_peak_46090","chr7",67802899,67803456,"union_peak_28855",557
"1877","chr10",84512663,84513311,"union_peak_5650","chr10",84512603,84513306,"union_peak_3512",643
"1878","chr9",57268625,57269248,"union_peak_51862","chr9",57268692,57269064,"union_peak_32302",372
"1879","chr1",36494750,36495769,"union_peak_260","chr1",36494561,36495878,"union_peak_179",1019
"1880","chr8",82782367,82783094,"union_peak_49262","chr8",82782665,82782916,"union_peak_30772",251
"1881","chr9",56551264,56551969,"union_peak_51837","chr9",56551197,56551715,"union_peak_32286",451
"1882","chr9",69597352,69597806,"union_peak_52417","chr9",69597122,69597692,"union_peak_32622",340
"1883","chr3",107890163,107890652,"union_peak_34286","chr3",107890224,107890543,"union_peak_21350",319
"1884","chr12",100969893,100970608,"union_peak_12968","chr12",100969932,100970567,"union_peak_8020",635
"1885","chr8",88771061,88771796,"union_peak_49520","chr8",88771004,88772009,"union_peak_30929",735
"1886","chr12",110866202,110866884,"union_peak_13310","chr12",110866482,110866744,"union_peak_8204",262
"1887","chr1",74537607,74538256,"union_peak_1139","chr1",74537579,74538262,"union_peak_751",649
"1888","chr9",48794659,48795669,"union_peak_51622","chr9",48794724,48795595,"union_peak_32181",871
"1889","chr6",72998616,72999221,"union_peak_42824","chr6",72998517,72999394,"union_peak_26770",605
"1890","chr9",61714838,61715519,"union_peak_52070","chr9",61714902,61715633,"union_peak_32417",617
"1891","chr12",70681518,70682049,"union_peak_12160","chr12",70681345,70681935,"union_peak_7536",417
"1892","chr17",12904132,12905007,"union_peak_22532","chr17",12904234,12904577,"union_peak_14027",343
"1893","chr4",119897101,119897969,"union_peak_36728","chr4",119897348,119897730,"union_peak_22967",382
"1894","chr9",20991366,20992188,"union_peak_50901","chr9",20991463,20992241,"union_peak_31734",725
"1895","chr7",131054948,131055383,"union_peak_47700","chr7",131054792,131055171,"union_peak_29851",223
"1896","chr4",88275515,88276593,"union_peak_36186","chr4",88275653,88276258,"union_peak_22611",605
"1897","chr9",71888511,71889204,"union_peak_52459","chr9",71888409,71889050,"union_peak_32650",539
"1898","chr3",135515337,135515554,"union_peak_34713","chr3",135515258,135515830,"union_peak_21634",217
"1899","chr16",24441209,24441768,"union_peak_20967","chr16",24440712,24441648,"union_peak_12999",439
"1900","chr8",27200807,27201241,"union_peak_48495","chr8",27200785,27201245,"union_peak_30284",434
"1901","chr4",72186355,72186840,"union_peak_36075","chr4",72186436,72186776,"union_peak_22544",340
"1902","chr6",89265336,89265718,"union_peak_43153","chr6",89265262,89265950,"union_peak_26957",382
"1903","chr6",134090061,134090747,"union_peak_44196","chr6",134090249,134090610,"union_peak_27631",361
"1904","chr2",75818235,75818760,"union_peak_30028","chr2",75818444,75818809,"union_peak_18714",316
"1905","chr11",35505127,35506005,"union_peak_7478","chr11",35504958,35505981,"union_peak_4697",854
"1906","chr9",86372934,86373620,"union_peak_52708","chr9",86372936,86373621,"union_peak_32828",684
"1907","chr5",107113432,107113820,"union_peak_39915","chr5",107113358,107113947,"union_peak_24976",388
"1908","chr5",107353862,107354423,"union_peak_39927","chr5",107353795,107354420,"union_peak_24986",558
"1909","chr13",99475460,99476020,"union_peak_15542","chr13",99475538,99476259,"union_peak_9592",482
"1910","chr3",153897318,153897660,"union_peak_35049","chr3",153896927,153897707,"union_peak_21843",342
"1911","chrX",164070483,164071018,"union_peak_55048","chrX",164070494,164070898,"union_peak_34302",404
"1912","chr13",9725953,9726566,"union_peak_13706","chr13",9726169,9726416,"union_peak_8455",247
"1913","chr6",127336239,127337083,"union_peak_44002","chr6",127336280,127336920,"union_peak_27489",640
"1914","chr3",60821523,60821920,"union_peak_33134","chr3",60821009,60821566,"union_peak_20607",43
"1915","chr19",44099180,44099487,"union_peak_27701","chr19",44099166,44099709,"union_peak_17251",307
"1916","chr12",35915732,35916135,"union_peak_11845","chr12",35915730,35916161,"union_peak_7313",403
"1917","chr3",153260541,153261008,"union_peak_35029","chr3",153260265,153261102,"union_peak_21836",467
"1918","chr3",116414289,116414939,"union_peak_34422","chr3",116414337,116415647,"union_peak_21440",602
"1919","chr10",121546024,121546436,"union_peak_6489","chr10",121545839,121546675,"union_peak_4076",412
"1920","chr8",115232413,115232907,"union_peak_50028","chr8",115232673,115233123,"union_peak_31236",234
"1921","chr19",57341825,57342214,"union_peak_28128","chr19",57341903,57342147,"union_peak_17499",244
"1922","chr11",75209029,75209920,"union_peak_8789","chr11",75209153,75209833,"union_peak_5490",680
"1923","chr3",135572987,135573642,"union_peak_34716","chr3",135573004,135573756,"union_peak_21638",638
"1924","chr7",46402139,46403060,"union_peak_45787","chr7",46402420,46403101,"union_peak_28648",640
"1925","chr8",117532301,117533011,"union_peak_50135","chr8",117532378,117532916,"union_peak_31292",538
"1926","chr8",67986622,67987165,"union_peak_48862","chr8",67986879,67987172,"union_peak_30531",286
"1927","chr7",38224677,38225113,"union_peak_45555","chr7",38224586,38224831,"union_peak_28504",154
"1928","chr9",61225082,61225557,"union_peak_52020","chr9",61225231,61225633,"union_peak_32388",326
"1929","chr2",163202760,163204039,"union_peak_31740","chr2",163202796,163203811,"union_peak_19764",1015
"1930","chr18",79297819,79298101,"union_peak_26245","chr18",79297706,79298163,"union_peak_16322",282
"1931","chr5",92183221,92184188,"union_peak_39613","chr5",92183209,92184188,"union_peak_24761",967
"1932","chr17",12733076,12733524,"union_peak_22512","chr17",12733324,12733619,"union_peak_14013",200
"1933","chr17",26368699,26369251,"union_peak_22868","chr17",26368716,26369572,"union_peak_14255",535
"1934","chr12",28800304,28800943,"union_peak_11722","chr12",28800474,28800938,"union_peak_7247",464
"1935","chr17",28601485,28602190,"union_peak_23063","chr17",28601899,28602163,"union_peak_14352",264
"1936","chr10",37323579,37324134,"union_peak_4310","chr10",37323327,37324338,"union_peak_2711",555
"1937","chr4",135507329,135508213,"union_peak_37503","chr4",135507052,135508709,"union_peak_23430",884
"1938","chr18",56565970,56566529,"union_peak_25728","chr18",56566092,56566371,"union_peak_16021",279
"1939","chr9",115526244,115526714,"union_peak_53418","chr9",115526118,115526778,"union_peak_33292",470
"1940","chr11",63148237,63148846,"union_peak_8339","chr11",63147999,63148923,"union_peak_5240",609
"1941","chr4",134772895,134773703,"union_peak_37417","chr4",134772892,134773651,"union_peak_23374",756
"1942","chr1",34554148,34554759,"union_peak_209","chr1",34554082,34554464,"union_peak_146",316
"1943","chr2",155408224,155408595,"union_peak_31506","chr2",155408350,155408815,"union_peak_19636",245
"1944","chr4",88903950,88904756,"union_peak_36215","chr4",88903699,88904929,"union_peak_22634",806
"1945","chr5",119321534,119322104,"union_peak_40442","chr5",119321602,119322190,"union_peak_25279",502
"1946","chr2",131878473,131879178,"union_peak_31087","chr2",131878561,131878986,"union_peak_19404",425
"1947","chr9",106207342,106207852,"union_peak_53062","chr9",106207279,106207871,"union_peak_33057",510
"1948","chr7",78762877,78763414,"union_peak_46328","chr7",78762872,78763401,"union_peak_28997",524
"1949","chr17",30317591,30318654,"union_peak_23208","chr17",30316708,30318194,"union_peak_14439",603
"1950","chr17",30317591,30318654,"union_peak_23208","chr17",30318542,30318837,"union_peak_14440",112
"1951","chr9",115387288,115387970,"union_peak_53410","chr9",115387338,115387961,"union_peak_33284",623
"1952","chr9",61385708,61386127,"union_peak_52036","chr9",61385973,61386266,"union_peak_32399",154
"1953","chr18",74760492,74761005,"union_peak_26104","chr18",74760273,74761027,"union_peak_16242",513
"1954","chr1",193186021,193186265,"union_peak_3601","chr1",193185840,193186230,"union_peak_2241",209
"1955","chr16",97948829,97949406,"union_peak_22269","chr16",97948199,97949613,"union_peak_13875",577
"1956","chr3",146764790,146765466,"union_peak_34947","chr3",146764633,146765724,"union_peak_21790",676
"1957","chr7",100427091,100427588,"union_peak_46801","chr7",100427208,100427460,"union_peak_29273",252
"1958","chr17",71677855,71678471,"union_peak_24429","chr17",71677903,71678490,"union_peak_15207",568
"1959","chr17",43265269,43265654,"union_peak_23763","chr17",43265371,43265740,"union_peak_14785",283
"1960","chr19",14500960,14501143,"union_peak_27071","chr19",14501058,14501402,"union_peak_16854",85
"1961","chr9",110555853,110556501,"union_peak_53279","chr9",110555643,110556611,"union_peak_33206",648
"1962","chr9",71897220,71897769,"union_peak_52461","chr9",71896467,71897466,"union_peak_32651",246
"1963","chr2",68915839,68916664,"union_peak_29794","chr2",68915758,68916371,"union_peak_18561",532
"1964","chr3",130789304,130789873,"union_peak_34593","chr3",130788927,130789807,"union_peak_21562",503
"1965","chr17",29565405,29565971,"union_peak_23169","chr17",29565447,29565789,"union_peak_14419",342
"1966","chr11",63146576,63146972,"union_peak_8338","chr11",63146522,63147415,"union_peak_5239",396
"1967","chr18",89301210,89301696,"union_peak_26436","chr18",89301044,89301736,"union_peak_16450",486
"1968","chr6",83477921,83479053,"union_peak_42919","chr6",83477878,83478899,"union_peak_26833",978
"1969","chr9",61389136,61389531,"union_peak_52038","chr9",61389510,61389814,"union_peak_32400",21
"1970","chr4",83235054,83235776,"union_peak_36095","chr4",83233866,83235405,"union_peak_22556",351
"1971","chr3",55419316,55419837,"union_peak_33015","chr3",55419359,55420018,"union_peak_20527",478
"1972","chr7",38163385,38163909,"union_peak_45550","chr7",38163437,38164071,"union_peak_28499",472
"1973","chr9",66337385,66337842,"union_peak_52305","chr9",66337266,66337839,"union_peak_32554",454
"1974","chr11",34077471,34078072,"union_peak_7430","chr11",34077179,34078293,"union_peak_4681",601
"1975","chr11",60142599,60142946,"union_peak_8200","chr11",60142489,60143193,"union_peak_5151",347
"1976","chr6",145256648,145257409,"union_peak_44491","chr6",145256885,145257159,"union_peak_27838",274
"1977","chr12",12349765,12350426,"union_peak_11436","chr12",12349635,12350326,"union_peak_7074",561
"1978","chr18",39102074,39102650,"union_peak_25539","chr18",39102132,39102935,"union_peak_15905",518
"1979","chr14",20041552,20042315,"union_peak_16132","chr14",20040961,20042388,"union_peak_9986",763
"1980","chr6",88423705,88424230,"union_peak_43119","chr6",88423733,88424145,"union_peak_26940",412
"1981","chr11",32020018,32020954,"union_peak_7334","chr11",32020244,32020698,"union_peak_4635",454
"1982","chr11",121440013,121440790,"union_peak_11256","chr11",121440165,121440544,"union_peak_6962",379
"1983","chr17",86200107,86201053,"union_peak_24797","chr17",86200034,86200901,"union_peak_15465",794
"1984","chr8",124240742,124240931,"union_peak_50485","chr8",124240573,124241053,"union_peak_31469",189
"1985","chr11",121019094,121020183,"union_peak_11233","chr11",121019354,121020204,"union_peak_6950",829
"1986","chr9",61236005,61236514,"union_peak_52023","chr9",61235866,61236301,"union_peak_32391",296
"1987","chr1",132951912,132952455,"union_peak_2084","chr1",132952065,132952420,"union_peak_1292",355
"1988","chr5",35672909,35673720,"union_peak_38853","chr5",35673053,35673437,"union_peak_24280",384
"1989","chr15",64284257,64284878,"union_peak_18901","chr15",64284346,64285159,"union_peak_11764",532
"1990","chr14",57554410,57554992,"union_peak_16938","chr14",57554931,57555326,"union_peak_10492",61
"1991","chr9",48804390,48804823,"union_peak_51623","chr9",48804487,48805147,"union_peak_32182",336
"1992","chr11",75380746,75381359,"union_peak_8805","chr11",75380973,75381273,"union_peak_5504",300
"1993","chr7",73479483,73480125,"union_peak_46154","chr7",73479336,73479691,"union_peak_28900",208
"1994","chr9",61618515,61619328,"union_peak_52055","chr9",61618460,61619147,"union_peak_32404",632
"1995","chr8",128433244,128433978,"union_peak_50658","chr8",128433259,128434008,"union_peak_31564",719
"1996","chr2",71377474,71378294,"union_peak_29869","chr2",71377346,71378127,"union_peak_18610",653
"1997","chr10",93932831,93933361,"union_peak_5872","chr10",93932943,93933552,"union_peak_3658",418
"1998","chr8",110812915,110813744,"union_peak_49913","chr8",110812848,110813603,"union_peak_31161",688
"1999","chr8",115495871,115496584,"union_peak_50041","chr8",115495765,115496731,"union_peak_31243",713
"2000","chr1",55447809,55448603,"union_peak_797","chr1",55447921,55448604,"union_peak_513",682
"2001","chr12",82283323,82283937,"union_peak_12562","chr12",82283327,82283687,"union_peak_7772",360
"2002","chr12",82283323,82283937,"union_peak_12562","chr12",82283925,82285082,"union_peak_7773",12
"2003","chr11",22961976,22962564,"union_peak_7237","chr11",22962165,22962967,"union_peak_4562",399
"2004","chr15",100895741,100896234,"union_peak_20260","chr15",100895478,100896330,"union_peak_12592",493
"2005","chr18",80546010,80546924,"union_peak_26276","chr18",80546159,80546473,"union_peak_16342",314
"2006","chr9",121393161,121393987,"union_peak_53647","chr9",121392636,121394364,"union_peak_33417",826
"2007","chr15",78457012,78457994,"union_peak_19311","chr15",78457297,78457915,"union_peak_12015",618
"2008","chr6",67534672,67535561,"union_peak_42702","chr6",67534321,67535382,"union_peak_26670",710
"2009","chr13",18730485,18731015,"union_peak_13804","chr13",18730546,18731175,"union_peak_8532",469
"2010","chr13",24083152,24083985,"union_peak_13985","chr13",24083565,24083976,"union_peak_8648",411
"2011","chr6",4664222,4664803,"union_peak_41657","chr6",4664191,4664948,"union_peak_26020",581
"2012","chr4",102981558,102982169,"union_peak_36407","chr4",102981715,102983121,"union_peak_22753",454
"2013","chr13",95007045,95007814,"union_peak_15399","chr13",95007031,95007696,"union_peak_9492",651
"2014","chr7",139182554,139183147,"union_peak_47806","chr7",139182679,139182929,"union_peak_29915",250
"2015","chr9",64564252,64564905,"union_peak_52198","chr9",64564372,64564978,"union_peak_32488",533
"2016","chr9",96652529,96652959,"union_peak_52881","chr9",96652574,96653581,"union_peak_32943",385
"2017","chr6",33261051,33261491,"union_peak_41974","chr6",33260978,33261708,"union_peak_26224",440
"2018","chr1",193447084,193447553,"union_peak_3631","chr1",193446965,193447574,"union_peak_2257",469
"2019","chr4",44841219,44842016,"union_peak_35685","chr4",44841484,44842007,"union_peak_22279",523
"2020","chr8",126205890,126206581,"union_peak_50575","chr8",126205986,126206332,"union_peak_31516",346
"2021","chr17",28488255,28488689,"union_peak_23044","chr17",28488372,28488747,"union_peak_14343",317
"2022","chr4",32100739,32101906,"union_peak_35402","chr4",32100803,32102201,"union_peak_22093",1103
"2023","chr18",11219562,11220325,"union_peak_25047","chr18",11219604,11220201,"union_peak_15618",597
"2024","chr8",119544783,119546301,"union_peak_50158","chr8",119544993,119545828,"union_peak_31303",835
"2025","chr17",47189686,47190228,"union_peak_23927","chr17",47189668,47190070,"union_peak_14890",384
"2026","chr7",131045347,131046087,"union_peak_47699","chr7",131045316,131046014,"union_peak_29850",667
